subNo,Across,sz1,sz2,sz3,sz4
1,0.625514403292181,0.59016393442623,0.576271186440678,0.666666666666667,0.666666666666667
2,0.342629482071713,0.396825396825397,0.419354838709677,0.26984126984127,0.285714285714286
3,0.496,0.507936507936508,0.5,0.467741935483871,0.507936507936508
4,0.547619047619048,0.523809523809524,0.53968253968254,0.555555555555556,0.571428571428571
5,0.503968253968254,0.507936507936508,0.507936507936508,0.507936507936508,0.492063492063492
6,0.495967741935484,0.435483870967742,0.508196721311475,0.555555555555556,0.483870967741936
7,0.456349206349206,0.476190476190476,0.46031746031746,0.46031746031746,0.428571428571429
8,0.48015873015873,0.476190476190476,0.492063492063492,0.476190476190476,0.476190476190476
9,0.488,0.492063492063492,0.483870967741936,0.467741935483871,0.507936507936508
10,0.488095238095238,0.492063492063492,0.492063492063492,0.492063492063492,0.476190476190476
11,0.406374501992032,0.396825396825397,0.444444444444444,0.412698412698413,0.370967741935484
12,0.456349206349206,0.444444444444444,0.46031746031746,0.46031746031746,0.46031746031746
13,0.350597609561753,0.380952380952381,0.333333333333333,0.306451612903226,0.380952380952381
14,0.488095238095238,0.492063492063492,0.492063492063492,0.476190476190476,0.492063492063492
15,0.450199203187251,0.467741935483871,0.46031746031746,0.444444444444444,0.428571428571429
16,0.373015873015873,0.380952380952381,0.349206349206349,0.380952380952381,0.380952380952381
17,0.547619047619048,0.507936507936508,0.507936507936508,0.523809523809524,0.650793650793651
18,0.30952380952381,0.365079365079365,0.317460317460317,0.253968253968254,0.301587301587302
19,0.459677419354839,0.475409836065574,0.476190476190476,0.426229508196721,0.46031746031746
20,0.140562248995984,0.17741935483871,0.112903225806452,0.174603174603175,0.0967741935483871
21,0.376984126984127,0.444444444444444,0.412698412698413,0.365079365079365,0.285714285714286
22,0.475806451612903,0.444444444444444,0.476190476190476,0.508196721311475,0.475409836065574
23,0.310756972111554,0.349206349206349,0.306451612903226,0.26984126984127,0.317460317460317
24,0.473895582329317,0.483870967741936,0.483870967741936,0.467741935483871,0.46031746031746
25,0.474103585657371,0.476190476190476,0.476190476190476,0.483870967741936,0.46031746031746
26,0.428571428571429,0.39344262295082,0.416666666666667,0.46031746031746,0.442622950819672
27,0.52191235059761,0.492063492063492,0.523809523809524,0.532258064516129,0.53968253968254
28,0.222222222222222,0.333333333333333,0.206349206349206,0.19047619047619,0.158730158730159
29,0.516,0.46031746031746,0.516129032258065,0.516129032258065,0.571428571428571
30,0.386454183266932,0.645161290322581,0.555555555555556,0.222222222222222,0.126984126984127
31,0.338645418326693,0.333333333333333,0.354838709677419,0.333333333333333,0.333333333333333
32,0.48015873015873,0.476190476190476,0.492063492063492,0.476190476190476,0.476190476190476
33,0.532,0.523809523809524,0.548387096774194,0.516129032258065,0.53968253968254
34,0.424603174603175,0.46031746031746,0.444444444444444,0.365079365079365,0.428571428571429
35,0.968,0.936507936507937,0.984126984126984,0.984126984126984,0.967213114754098
36,0.691056910569106,0.467741935483871,0.483333333333333,0.854838709677419,0.951612903225806
37,0.152,0.274193548387097,0.222222222222222,0.0806451612903226,0.0317460317460317
38,0.458167330677291,0.467741935483871,0.46031746031746,0.46031746031746,0.444444444444444
39,0.483739837398374,0.492063492063492,0.491803278688525,0.5,0.45
40,0.476190476190476,0.46031746031746,0.476190476190476,0.476190476190476,0.492063492063492
41,0.484,0.483870967741936,0.476190476190476,0.492063492063492,0.483870967741936
42,0.384920634920635,0.476190476190476,0.46031746031746,0.365079365079365,0.238095238095238
43,0.396825396825397,0.428571428571429,0.396825396825397,0.396825396825397,0.365079365079365
44,0.124,0.206349206349206,0.112903225806452,0.126984126984127,0.0483870967741935
45,0.452380952380952,0.476190476190476,0.46031746031746,0.444444444444444,0.428571428571429
46,0.394190871369295,0.406779661016949,0.435483870967742,0.406779661016949,0.327868852459016
47,0.484126984126984,0.476190476190476,0.492063492063492,0.476190476190476,0.492063492063492
48,0.301587301587302,0.412698412698413,0.349206349206349,0.222222222222222,0.222222222222222
49,0.48207171314741,0.492063492063492,0.476190476190476,0.492063492063492,0.467741935483871
50,0.44,0.467741935483871,0.444444444444444,0.387096774193548,0.46031746031746
51,0.49402390438247,0.492063492063492,0.492063492063492,0.483870967741936,0.507936507936508
52,0.128,0.129032258064516,0.129032258064516,0.174603174603175,0.0793650793650794
53,0.392857142857143,0.46031746031746,0.444444444444444,0.349206349206349,0.317460317460317
54,0.416,0.396825396825397,0.419354838709677,0.412698412698413,0.435483870967742
55,0.472222222222222,0.476190476190476,0.476190476190476,0.476190476190476,0.46031746031746
56,0.552,0.507936507936508,0.571428571428571,0.596774193548387,0.532258064516129
57,0.48015873015873,0.46031746031746,0.476190476190476,0.492063492063492,0.492063492063492
58,0.474103585657371,0.476190476190476,0.476190476190476,0.483870967741936,0.46031746031746
59,0.48015873015873,0.476190476190476,0.476190476190476,0.476190476190476,0.492063492063492
60,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476,0.476190476190476
61,0.0912698412698413,0.253968253968254,0.0476190476190476,0.0476190476190476,0.0158730158730159
62,0.165254237288136,0.19672131147541,0.15,0.140350877192982,0.172413793103448
