1,2,1,0.8,0,1.7504,1,50,1
1,2,3,1.2,0,1.4002,1,50,1
1,2,4,0.4,0,1.167,1,50,1
1,2,4,1,0,1.1669,1,49,1
1,0,4,1.4,0,1.2836,1,49,1
1,2,2,1.6,0,1.167,1,50,1
1,0,3,2.2,1,1.1669,1,50,1
1,0,4,0.1,0,1.5169,1,50,1
1,2,3,1.4,0,1.1669,1,49,1
1,2,4,1.6,0,0.93353,1,50,1
1,0,4,0.2,0,1.2836,1,49,1
1,2,4,2,0,1.1669,1,50,1
1,0,4,1.2,0,1.0502,1,50,1
1,0,3,0.6,0,1.4003,1,49,1
1,0,2,1.8,0,1.2836,1,49,1
1,2,4,2.2,1,2.1002,1,50,1
1,0,4,0.8,0,1.2836,1,50,1
1,2,4,1.4,0,1.167,1,49,1
1,0,1,0.6,0,1.1669,1,49,1
1,0,3,0.8,0,1.0503,1,50,1
1,2,4,1.8,0,1.1669,1,49,1
1,2,3,2.2,1,1.2835,1,50,1
1,0,2,0.2,0,1.2837,1,49,1
1,2,1,2.2,1,1.1668,1,50,1
1,2,2,1.2,0,0.93342,1,50,1
1,0,1,0.4,0,1.867,1,50,1
1,0,3,1.8,0,1.0489,1,49,1
1,0,2,0.8,0,0.81697,1,50,1
1,0,1,0.1,0,0.93363,1,50,1
1,2,4,0.8,0,1.1669,1,50,1
1,0,2,0.1,0,0.93367,1,50,1
1,0,1,1.4,0,1.2836,1,49,1
1,0,1,1.8,0,1.5169,1,49,1
1,0,3,1,0,1.1669,1,49,1
1,0,1,0.2,0,1.1669,1,49,1
1,0,1,1,0,1.0502,1,49,1
1,0,2,1.2,0,0.93365,1,50,1
1,2,1,1.8,0,1.4003,1,49,1
1,2,3,1.8,0,1.0502,1,49,1
1,2,4,1.2,0,1.0502,1,50,1
1,0,4,1,0,0.81691,1,49,1
1,0,4,0.6,0,1.2836,1,49,1
1,2,2,0.1,0,1.2838,1,50,1
1,0,3,0.1,0,1.1671,1,50,1
1,2,1,1.6,0,0.93348,1,50,1
1,0,3,2,1,1.7503,1,49,1
1,2,4,0.1,0,0.93358,1,50,1
1,0,4,1.8,0,0.9336,1,49,1
1,2,2,0.4,0,0.93358,1,50,1
1,2,3,1,0,0.93358,1,49,1
