subNo,SVtask
1,2.21344953079487
2,-11.1112193968933
3,1.70904178167936
8,0.284958460611277
9,1.18343547593021
10,1.70922945139422
11,1.88660469188173
12,1.53662398801886
13,1.67824287920205
14,1.65862099944655
15,1.91625874077229
16,0.85727821002847
17,1.69161703203978
18,0.96096648308051
19,1.3385928429307
20,2.10003260688966
21,1.76793153190873
22,1.53871841969038
23,-0.125333760601502
24,-1.53652333429467
25,0.646764269917233
26,1.61031244732909
27,1.48519869283171
28,1.83660871472997
29,1.90118653338836
30,1.99585123056024
31,1.32159276921727
32,1.83175704360939
