subNo,I,U,I1,I2,I3,I4,U1,U2,U3,U4
296,1.76718396295872,1.90190153086949,1.90377060755409,1.79686436028283,1.69494968561465,1.70093097578114,1.9515589578367,1.91625874077229,1.85612330262255,1.90065340803202
297,1.41496861200772,1.26779260489183,1.82575278303302,1.18895225173717,1.7853725882896,1.00976820787274,1.57637462517727,1.62000484735805,1.17406664608345,0.804351089466375
298,1.45826083336423,1.73315800740629,1.56720810340234,1.57061367730473,1.10414538859424,1.57148335469132,2.2,1.51866111152963,1.72915646242282,1.38782525786742
299,1.81368083226361,1.6991709938549,1.79000401425265,1.9515589578367,1.80313585623766,1.7073877912468,1.83807477719738,1.66360413814731,1.90574447602401,1.31153637612346
300,1.95277972705841,1.91961568062039,1.99674933452211,2.00325068321431,2.00443962943248,1.80313585616171,1.99674933466265,1.99674933479136,1.9037706075541,1.80314597448751
301,1.03381328356424,0.915141231972784,1.50081214955858,0.966746938483906,0.966971084443486,0.701075125642006,1.32042948448749,1.00277931567203,0.699382950368611,0.634693935562186
302,1.83785821443946,1.73392707061704,1.96873358049527,1.88815122403098,1.85260435865318,1.61392047148101,2.19647677699917,1.44400207932586,1.6022747324292,1.91227030204674
303,1.78364761712261,1.801528077692,1.99674933492668,1.79686435982564,1.70005678849847,1.70005678849847,1.90377060755408,1.90377060755409,1.79686436006851,1.69494968561466
304,1.80001257572574,1.80029614845617,1.90377060755409,1.80311891261502,1.80313585619227,1.60299965322568,1.99674933476264,1.9037706075541,1.59700107847974,1.79686436046836
305,1.73797809509458,1.87610948068195,1.76463194001282,1.71308130526189,1.76934844256905,1.72035345146184,1.79686436019981,1.98327626987988,1.85612330262255,1.91625874077229
306,0.897566146406139,1.32254237561045,1.2418226314807,0.897244894040344,0.967006140189187,0.505592549871861,1.65579403961574,1.30137113237608,1.10133858336308,1.23527820587354
307,1.35089146807666,1.50059732134526,1.6029996531496,1.50081214955858,1.30000058127296,0.966793714186131,1.80313585615509,1.43328509588595,1.4335270991303,1.30000058127296
308,0.529325672922955,0.744927133086214,0.833411126410446,0.623481530549446,0.3684400117705,0.280154591297038,0.955998447733123,1.0332336517519,0.518638720370436,0.499858792041065
309,0.860946652061071,0.670093706635882,1.10439191932288,0.76693013431718,0.657981974895482,0.899314722060558,1.1950777671067,0.697559705126373,0.399381492628764,0.462672375537976
310,1.56306167739517,1.57202839472849,1.9515589578367,1.64912635294537,1.36717102169605,1.30137113237608,1.9316959010179,1.57762650406175,1.36673540316979,1.43328509588595
311,1.40064443814193,1.49378770654287,1.69494968561467,1.50000526120572,1.16672182682643,1.23358399690867,1.70093097578114,1.63615772059958,1.38396206242895,1.23622361856802
312,0.842540231040063,1.08449934537898,1.37474707024784,0.894014036100126,0.634202868823442,0.503109392643488,1.44815788504258,1.16672182682643,0.965937757754876,0.767252454151831
313,1.13452654843321,1.29118057949686,1.36717102169605,1.16800559097578,1.03353980616346,0.96483163071554,1.72915646242282,1.36673540316979,1.23572765644482,0.827924494223731
314,0.225602365843776,1.28601651083126,0.522872817194842,0.634371872642982,0.1,0.311828028842363,1.10793224313112,1.48169148518781,1.81376252065932,0.1
315,1.13485564037027,1.42351544768275,1.57762650406176,1.30003878398318,0.909147850320741,0.766045964177428,1.60300398005876,1.63928249506161,1.43669787332741,0.966450633916185
316,1.85251368237849,1.97922897355905,1.90065340803202,1.76712919726755,1.79686436020286,2.00443962943247,2.04197891188482,1.83807477719738,2.00443962943247,2.0032506830936
317,1.90377060755415,1.91751472983482,1.9037706075541,1.90377060755409,1.90377060755408,1.90377060755409,1.99677919668875,1.99674933472749,1.83410371663373,1.9037706075541
318,0.983356806484405,0.966598208956253,1.43669787332741,1.0337686176357,0.633774355215581,0.833848273584912,1.50207930966268,1.00277488621286,0.634693935562186,0.701086656224282
319,1.89102560265104,1.83960264335535,1.76712919726755,2.11084301568453,1.90574447602401,1.76934844256905,1.76712919726755,1.83807477719738,1.99674933478571,1.79000401425265
320,0.735663166238579,1.72915635074939,1.23527820587354,0.665833958150451,0.501585201433063,0.557753607367118,2.2,1.6991626049236,1.55252293493768,1.53866869027197
321,1.30329491397677,1.40468020080911,1.50207930966268,1.50998715518428,1.1692850288043,1.03328088457794,1.64912635294537,1.63928249506162,1.23452111357679,1.10000100845368
322,1.10218435154064,0.841266958440718,1.64912635294537,0.96692779679359,1.03360820555989,0.758360641309674,1.39210092841572,0.966791661451567,0.634202868823442,0.43670426713472
323,2.00325068315931,1.98464696698578,2.0032506832088,2.00325068316494,1.99674933492032,2.10378246375754,2.00325068323736,1.90377060755408,2.00325068321628,1.98327626987988
324,1.90377060755414,1.80716207880004,1.9037706075541,1.90377060755408,1.90377060755409,1.90377060755409,1.9037706075541,1.9037706075541,1.80313585614936,1.80313585618645
325,1.0672018809106,1.21793401537072,1.37245164523911,1.16672182682643,0.900315148233019,0.833650645372192,1.70093097578114,1.10013735160095,1.16672182682643,0.900135413256555
326,0.478983206697449,1.01482358781043,0.748582948286303,0.700087451369149,0.348378918675728,0.0199919223081288,1.48136442723531,1.1668683390037,0.833340120984143,0.557678514536355
327,1.20131974367604,1.22183741355022,1.60299965330512,1.23327450582587,1.16800559097578,0.766864736719516,1.57061367730473,1.16859732799821,1.17406664608345,0.966791661451567
328,1.48672282709971,1.57398759669127,1.79686436026886,1.63423910413511,1.30236382996207,1.23358399690867,1.77396172685931,1.51398677443323,1.98095896154677,1.10003328475128
329,1.90377060755414,1.98913539363379,1.90377060755409,1.90377060755409,1.90377060755408,1.9037706075541,1.9037706075541,1.90377060755408,1.99674933457026,1.90377060755409
330,2.03805377766828,2.0015843390822,2.06760949177826,1.97044113615207,2.10378246375754,2.00325391988134,2.10378246375754,1.99674933485575,1.99674933464813,2.00325068325521
331,1.20131974367604,1.40443055594016,1.50017387007875,1.36679139496904,1.03381328356424,0.900395413039415,1.83410371663373,1.39714028729857,1.30296687946632,1.10077968318635
332,1.41737273021093,1.53405114667774,1.70093097578114,1.5970010785732,1.23358399690867,1.19718874966804,1.70332932958486,1.56720810340234,1.50000526120572,1.36679139496904
333,0.129868747766901,0.234059792980989,0.340504976810055,0.19542466059774,0.148091849234601,0.09802261083189,0.43670426713472,0.178729140159145,0.1,0.243539124652061
334,1.81654604062673,1.83356139354933,1.90377060755408,1.90065340803202,1.79686436020049,1.70005678849847,2.00325068314894,1.76712919726755,1.79686436025752,1.79686435999671
335,1.90377060755412,1.93352942462457,1.90377060755409,1.9037706075541,1.90377060755409,1.9037706075541,1.91625874077229,1.83410371663373,1.90065340803202,2.2
336,0.490003070937515,0.667683583938269,0.833798378179625,0.499404381783058,0.414249437520277,0.232909949205278,1.03328088457794,0.566308719450833,0.634693935562186,0.403155427793701
337,1.56192701739455,1.61673015177455,1.86645897809367,1.6029996531862,1.50666510588213,1.30236382996207,1.79686435992369,1.69494968561465,1.69494968561466,1.29278357737881
338,0.399231736514272,0.517265294060906,0.326789249284361,0.432331124922591,0.568923347878402,0.188581689036329,0.900283144780259,0.632439184898924,0.438641374677609,0.1
339,1.67255908196448,1.73407527366768,1.70332932958486,1.83493115691909,1.44815788504258,1.75128063411982,1.79686436013371,1.70093097578115,1.90065340803202,1.56677902983965
340,1.65524219561635,1.68312383253742,1.90570678641466,1.72035345146184,1.7073877912468,1.24571068782842,1.70093097578114,1.8454646999264,1.76463194001282,1.43669787332741
341,0.630423449436648,0.626925582028768,1.20589990231704,0.713197151406204,0.153073364985334,0.39854429183914,0.848239965422593,0.591330550787677,0.735029576108488,0.408119349179229
342,1.94839922959375,1.90021780505457,2.00346524815934,2.09831712984708,1.88212495573991,1.79143123865118,1.90065340803202,1.90065340803202,1.99674933481232,1.80313585616272
343,1.77027986639987,1.86677554675441,1.97044113615207,1.97044113615207,1.60299965319822,1.50000526120572,2.00325068318585,1.83410371663373,1.9037706075541,1.69494968561466
344,1.76058849917156,1.76745232094304,1.91625874077229,1.76712919726755,1.7130813052619,1.64361418528217,1.9037706075541,1.8031358562231,1.76712919726755,1.56720810340234
345,1.81654604062673,1.86595488046136,1.97044113615207,1.80313585610342,1.79686436023254,1.69494968561466,2.00325068319406,1.80313585614684,1.80313585616025,1.79686436020698
346,0.214642999530168,1.04556739356472,0.832644787271892,0.0964973987850373,0.1,0.1,1.67170101535749,1.49936250957591,0.681643953964766,0.426059983533467
347,1.78563161171038,1.75391088969611,1.90377060755408,1.8454646999264,1.76934844256905,1.63337417146514,1.90065340803202,1.63615772059958,1.83807477719738,1.63423910413511
348,0.231295296098201,0.0841619385620989,0.440546586716482,0.1,0.575835812497368,0.1,0.204671524252968,0.1,0.1,0.311782418032754
349,1.30098176227315,1.16757100618419,1.70093097578114,1.30137113237608,1.10000100845368,1.10000100845368,1.56677902983965,1.23327450582587,1.03353980616346,0.833650286354034
350,1.68312774477075,1.73571907224843,1.80313585617723,1.69494968561464,1.70005678849847,1.49078442504118,1.80313585620906,1.76934844256905,1.72035345146184,1.6029985689119
351,1.91961568062039,1.92040077690302,2.00325068321791,1.90377060755409,1.9037706075541,1.80313585616241,1.76934844256905,2.00325068319544,1.90065340803202,1.97044113615207
352,1.41900956747832,1.61925867624833,1.70093097578114,1.36902930434964,1.30236382996207,1.30003878398318,1.79000401425265,1.69494968561465,1.63337417146514,1.36717102169605
353,1.68333134205989,1.62055604244695,1.83410371663373,1.79686436030308,1.5970010787434,1.5970010783255,1.78088558836432,1.83807477719738,1.56720810340234,1.29278357737881
354,1.63460858797828,1.63615772059958,1.63928249506162,1.79686436020324,1.56846636924651,1.56677902983965,1.76712919726755,1.77396172685931,1.57366988984112,1.40286009011079
355,1.91314666248568,1.94369527734854,2.00443962943247,1.91625874077229,1.83410371663373,1.91625874077229,1.8031358561976,1.9037706075541,1.8454646999264,2.2
356,0.759031133946899,0.921317825273372,1.03118717776435,0.872538312160245,0.499858792041065,0.679046842750152,1.45700531759411,0.966450633916185,0.408210930405059,0.763598559120056
357,1.71685911571988,1.68369042104429,1.90377060755409,1.80313585619496,1.60299965309076,1.49078442504118,1.76712919726755,1.69494968561466,1.70093097578114,1.56720810340234
