1,8.6416,2.2056,4,2,1,38.173,76.703,68.062,106.23,-8.6416,19,2
1,2.5651,3.0075,1,0,11,126.32,147.09,144.53,270.84,-2.5651,20,1
1,5.5695,2.1053,3,2,2,88.649,193.72,188.15,99.5,-5.5695,20,2
1,7.5646,1.8046,1,0,12,101.78,25.953,18.388,120.17,-7.5646,21,1
1,153.54,2.5063,2,0,11,53.182,124.42,330.89,277.7,-153.54,21,2
1,26.958,2.5064,2,0,10,96.792,66.891,93.848,190.64,26.958,22,1
1,7.6385,2.3058,3,2,10,66.701,19.266,26.904,320.2,7.6385,22,2
1,6.7841,2.7069,1,2,7,140.87,107.97,101.18,320.31,-6.7841,23,1
1,1.5387,1.9048,4,0,12,66.226,242.84,241.31,307.53,-1.5387,23,2
1,2.6191,1.3034,1,2,12,96.838,25.953,23.334,120.17,-2.6191,24,1
1,4.5529,1.8046,2,2,7,54.51,340.78,345.33,39.844,4.5529,24,2
1,3.2825,2.0051,4,2,3,156.56,298.77,302.05,145.48,3.2825,25,1
1,13.608,2.6065,2,2,1,131.73,35.109,21.501,153.23,-13.608,25,2
1,5.4475,2.406,3,0,3,171.74,222.95,228.4,40.141,5.4475,26,1
1,9.3686,1.8046,1,0,2,138.29,320.31,329.68,107.97,9.3686,26,2
1,5.6592,1.9048,3,0,3,112.47,229.36,235.02,347.48,5.6592,27,1
1,0.9595,2.2056,1,0,6,360,1.6563,2.6158,90.25,0.9595,27,2
1,7.9149,1.8045,4,0,7,360,121.89,129.81,240.02,7.9149,28,1
1,31.213,3.9097,4,2,6,116.44,240.66,271.87,28.313,31.213,28,2
1,2.2312,3.1077,4,2,11,145.43,28.313,26.081,240.66,-2.2312,29,1
1,133.8,1.6041,4,2,11,360,240.02,106.22,121.89,-133.8,29,2
1,3.0161,2.2056,4,0,2,26.515,106.23,103.22,76.703,-3.0161,30,1
1,20.448,2.406,4,0,10,132.83,145.48,165.93,298.77,20.448,30,2
1,2.3643,1.8046,2,2,11,31.896,26.531,28.896,357,2.3643,31,1
1,12.116,1.8048,1,2,1,76.478,153.3,165.41,241.89,12.116,31,2
1,4.0939,2.1053,3,2,11,90.125,99.5,103.59,193.72,4.0939,32,1
1,1.6114,2.9072,4,2,3,60.674,149.28,147.67,208.34,-1.6114,32,2
1,0.58424,1.8046,4,0,3,153.87,298.77,299.35,145.48,0.58424,33,1
1,1.4747,2.1053,4,2,12,66.162,242.84,241.37,307.53,-1.4747,33,2
1,42.403,2.0052,3,2,10,166.15,30.188,347.78,153.94,-42.403,34,1
1,10.372,1.9048,3,0,6,172.44,313.44,303.07,130.63,-10.372,34,2
1,17.122,3.6089,3,2,12,165.69,130.63,147.75,313.44,17.122,35,1
1,3.2342,1.6041,3,0,2,120.52,153.94,150.7,30.188,-3.2342,35,2
1,14.845,3.9098,3,2,8,44.218,320.2,335.05,19.266,14.845,36,1
1,3.2882,2.0051,2,0,3,85.306,337.95,341.24,66.547,3.2882,36,2
1,3.0921,1.905,1,2,9,85.502,90.25,87.158,1.6563,-3.0921,37,1
1,11.355,3.5088,2,2,12,106.77,18.031,6.676,259.91,-11.355,37,2
1,0.39887,1.9048,2,0,3,29.93,290.47,290.87,260.94,0.39887,38,1
1,6.0755,2.1053,1,2,6,360,1.6563,7.7318,90.25,6.0755,38,2
1,31.021,3.0075,3,2,4,119.61,154.7,185.72,66.109,31.021,39,1
1,16.748,2.9072,1,0,1,71.846,153.3,170.04,241.89,16.748,39,2
1,8.9129,2.2055,4,0,11,156.57,28.313,37.225,240.66,8.9129,40,1
1,11.483,2.807,2,0,12,106.64,18.031,6.5487,259.91,-11.483,40,2
1,34.785,2.1054,4,2,4,152.91,259.52,224.73,17.641,-34.785,41,1
1,3.4285,2.2055,1,2,3,90.79,120.17,116.74,25.953,-3.4285,41,2
1,1.8573,1.4037,1,2,2,125.61,182.53,184.39,58.781,1.8573,42,1
1,3.5098,2.2055,4,0,3,62.572,149.28,145.77,208.34,-3.5098,42,2
1,22.832,2.2055,2,2,10,100.92,66.891,89.723,190.64,22.832,43,1
1,3.0885,2.807,2,2,11,156.37,124.42,121.33,277.7,-3.0885,43,2
1,0.061826,2.2055,3,2,11,177.13,6.7188,6.6569,189.53,-0.061826,44,1
1,3.6211,2.2055,3,0,7,121.75,347.48,351.11,229.36,3.6211,44,2
1,NaN,NaN,1,0,2,NaN,182.53,NaN,58.781,NaN,45,1
1,5.5813,2.005,3,2,7,123.71,347.48,353.07,229.36,5.5813,45,2
1,11.249,1.2031,1,0,9,99.843,90.25,101.5,1.6563,11.249,46,1
1,11.475,1.6041,4,2,9,360,93.141,104.62,122.67,11.475,46,2
1,14.61,3.2078,2,2,4,167.89,277.7,292.31,124.42,14.61,47,1
1,6.468,2.4061,4,0,9,360,93.141,86.673,122.67,-6.468,47,2
1,6.7508,3.1076,2,2,8,111.37,259.91,266.66,18.031,6.7508,48,1
1,17.839,2.9072,2,2,10,360,357,14.839,26.531,17.839,48,2
1,14.708,1.7043,2,0,4,167.99,277.7,292.41,124.42,14.708,49,1
1,46.401,2.2057,3,2,6,136.41,313.44,267.04,130.63,-46.401,49,2
1,65.841,2.4059,4,2,5,6.7782,208.34,142.5,149.28,-65.841,50,1
1,12.607,1.9048,3,2,1,101.2,66.109,53.503,154.7,-12.607,50,2
1,17.453,1.4036,1,2,5,165.11,331.23,313.78,118.89,-17.453,51,1
1,6.2072,3.208,1,0,8,360,175.13,181.33,263.72,6.2072,51,2
1,0.32854,3.0074,2,0,9,59.391,39.844,40.172,340.78,0.32854,52,1
1,23.228,1.9048,3,0,5,153.96,189.53,212.76,6.7188,23.228,52,2
1,12.82,2.2056,4,2,10,16.711,122.67,109.85,93.141,-12.82,53,1
1,0.33765,2.1054,2,2,2,29.194,260.94,261.28,290.47,0.33765,53,2
1,10.091,1.1029,1,0,5,157.75,331.23,321.14,118.89,-10.091,54,1
1,5.8729,2.406,1,2,2,141.78,320.31,326.19,107.97,5.8729,54,2
1,16.43,1.604,2,0,6,105.02,66.547,82.977,337.95,16.43,55,1
1,8.3455,2.5064,4,0,1,21.186,76.703,85.049,106.23,8.3455,55,2
1,5.472,1.3034,1,0,7,153.13,107.97,113.44,320.31,5.472,56,1
1,10.293,1.7043,3,2,5,166.89,189.53,199.82,6.7188,10.293,56,2
1,12.859,1.3034,4,0,10,16.672,122.67,109.81,93.141,-12.859,57,1
1,5.7739,3.8095,1,0,10,153.43,118.89,124.66,331.23,5.7739,57,2
1,12.943,1.9048,4,2,2,77.631,307.53,320.47,242.84,12.943,58,1
1,5.3898,1.7044,1,2,10,118.36,58.781,64.171,182.53,5.3898,58,2
1,1.4185,2.1053,3,2,3,178.61,222.95,221.53,40.141,-1.4185,59,1
1,48.031,2.2056,3,0,10,11.032,19.266,331.23,320.2,-48.031,59,2
1,2.678,3.0077,1,2,11,91.272,263.72,266.4,175.13,2.678,60,1
1,15.075,1.9048,2,0,1,133.2,35.109,20.034,153.23,-15.075,60,2
1,5.5649,2.406,2,0,8,112.56,259.91,265.47,18.031,5.5649,61,1
1,90.049,1.9048,4,0,8,151.83,17.641,107.69,259.52,90.049,61,2
1,120.9,2.7068,1,2,11,2.8489,147.09,267.99,270.84,120.9,62,1
1,13.141,2.1053,1,2,10,160.8,118.89,132.03,331.23,13.141,62,2
1,1.3695,1.604,1,0,11,89.963,263.72,265.09,175.13,1.3695,63,1
1,0.63643,2.406,1,2,3,124.39,270.84,271.48,147.09,0.63643,63,2
1,7.4205,2.6065,2,0,5,110.7,153.23,145.81,35.109,-7.4205,64,1
1,0.33035,1.9047,3,2,2,124.08,153.94,154.27,30.188,0.33035,64,2
2,12.635,1.91,4,0,4,105.49,259.52,272.15,17.641,12.635,1,1
2,27.006,2.306,2,0,10,360,357,24.006,26.531,27.006,1,2
2,4.3324,1.8048,4,0,2,69.02,307.53,311.86,242.84,4.3324,2,1
2,1.4324,1.4037,2,0,7,57.63,340.78,342.21,39.844,1.4324,2,2
2,1.095,2.2056,3,0,8,60.158,320.2,319.11,19.266,-1.095,3,1
2,10.641,1.2032,2,2,2,113.11,190.64,180,66.891,-10.641,3,2
2,59.123,1.4036,1,0,4,147.72,241.89,301.01,153.3,59.123,4,1
2,5.5313,1.805,2,0,2,118.22,190.64,185.11,66.891,-5.5313,4,2
2,NaN,NaN,2,2,9,NaN,39.844,NaN,340.78,NaN,5,1
2,125.5,1.1029,4,0,11,360,240.02,114.52,121.89,-125.5,5,2
2,5.7865,3.2082,3,0,11,100.01,99.5,93.714,193.72,-5.7865,6,1
2,34.662,2.7068,4,2,10,172.06,145.48,110.82,298.77,-34.662,6,2
2,34.687,3.3083,4,2,7,360,121.89,87.204,240.02,-34.687,7,1
2,148.45,2.306,4,0,6,63.89,240.66,92.203,28.313,-148.45,7,2
2,8.2825,1.8048,2,2,6,96.876,66.547,74.829,337.95,8.2825,8,1
2,6.8049,1.504,1,0,3,130.55,270.84,277.65,147.09,6.8049,8,2
2,1.8052,1.9051,4,0,5,60.868,208.34,210.15,149.28,1.8052,9,1
2,87.262,2.5064,4,2,8,154.61,17.641,104.9,259.52,87.262,9,2
2,7.8533,1.7045,2,2,5,110.27,153.23,145.38,35.109,-7.8533,10,1
2,4.3911,2.1054,2,2,3,84.203,337.95,342.34,66.547,4.3911,10,2
2,16.868,2.9074,3,0,10,106.88,30.188,47.056,153.94,16.868,11,1
2,1.3963,2.5063,3,0,2,92.822,193.72,192.32,99.5,-1.3963,11,2
2,30.682,1.6044,3,0,12,146.51,130.63,99.943,313.44,-30.682,12,1
2,1.1515,1.4038,2,0,2,28.38,260.94,262.09,290.47,1.1515,12,2
2,0.61037,2.1053,3,2,3,117.51,229.36,229.97,347.48,0.61037,13,1
2,18.127,1.7045,3,0,1,106.72,66.109,47.982,154.7,-18.127,13,2
2,4.1135,2.4062,2,0,11,25.418,26.531,22.418,357,-4.1135,14,1
2,0.51624,1.3034,1,0,3,93.703,120.17,119.66,25.953,-0.51624,14,2
2,79.343,2.3059,3,0,11,97.845,6.7188,287.38,189.53,-79.343,15,1
2,31.652,2.4062,3,0,9,145.54,40.141,8.4889,222.95,-31.652,15,2
2,0.8898,2.4061,2,2,3,28.641,290.47,289.58,260.94,-0.8898,16,1
2,24.303,1.2032,1,0,10,99.447,58.781,83.085,182.53,24.303,16,2
2,45.968,1.4037,1,2,4,134.56,241.89,287.86,153.3,45.968,17,1
2,4.875,1.4038,1,2,8,360,175.13,180,263.72,4.875,17,2
2,0.3632,2.2058,4,2,2,29.168,106.23,105.87,76.703,-0.3632,18,1
2,26.144,2.306,3,2,9,156.67,40.141,66.284,222.95,26.144,18,2
2,46.731,2.5063,3,0,4,135.33,154.7,201.43,66.109,46.731,19,1
2,13.708,1.6042,4,2,1,43.24,76.703,62.995,106.23,-13.708,19,2
2,18.701,1.0027,1,0,11,105.05,147.09,165.79,270.84,18.701,20,1
2,6.6106,1.5039,3,2,2,87.608,193.72,187.11,99.5,-6.6106,20,2
2,59.348,1.5039,1,0,12,34.871,25.953,85.301,120.17,59.348,21,1
2,9.3711,1.9048,2,0,11,143.91,124.42,133.79,277.7,9.3711,21,2
2,66.287,2.3063,2,0,10,57.463,66.891,133.18,190.64,66.287,22,1
2,33.647,2.1054,3,2,10,92.709,19.266,52.912,320.2,33.647,22,2
2,7.2109,1.4037,1,2,7,154.87,107.97,115.18,320.31,7.2109,23,1
2,19.129,2.5065,4,0,12,83.817,242.84,223.71,307.53,-19.129,23,2
2,19.026,1.7045,1,2,12,113.24,25.953,6.9272,120.17,-19.026,24,1
2,3.1771,1.7045,2,2,7,55.885,340.78,343.96,39.844,3.1771,24,2
2,125.64,2.1054,4,2,3,360,298.77,64.408,145.48,125.64,25,1
2,3.4684,1.6042,2,2,1,114.66,35.109,38.578,153.23,3.4684,25,2
2,41.006,1.7044,3,0,3,136.18,222.95,263.96,40.141,41.006,26,1
2,13.637,1.7044,1,0,2,134.02,320.31,333.95,107.97,13.637,26,2
2,0.0032793,3.4087,3,0,3,118.13,229.36,229.36,347.48,-0.0032793,27,1
2,43.224,1.9049,1,0,6,131.82,1.6563,318.43,90.25,-43.224,27,2
2,2.9763,1.8046,4,0,7,360,121.89,118.91,240.02,-2.9763,28,1
2,8.9681,1.8047,4,2,6,156.62,240.66,231.69,28.313,-8.9681,28,2
2,128.93,2.707,4,2,11,18.724,28.313,259.38,240.66,-128.93,29,1
2,91.552,2.6066,4,2,11,150.32,240.02,331.57,121.89,91.552,29,2
2,4.9518,2.2057,4,0,2,34.483,106.23,111.19,76.703,4.9518,30,1
2,114.16,1.4036,4,0,10,92.563,145.48,31.329,298.77,-114.16,30,2
2,1.0913,1.8048,2,2,11,30.623,26.531,27.623,357,1.0913,31,1
2,0.38636,1.3035,1,2,1,88.98,153.3,152.91,241.89,-0.38636,31,2
2,3.4326,2.0052,3,2,11,90.786,99.5,102.93,193.72,3.4326,32,1
2,4.8981,2.0051,4,2,3,63.961,149.28,144.38,208.34,-4.8981,32,2
2,1.6999,1.6041,4,0,3,154.98,298.77,300.47,145.48,1.6999,33,1
2,20.517,2.5063,4,2,12,85.205,242.84,222.33,307.53,-20.517,33,2
2,90.678,2.8071,3,2,10,33.072,30.188,120.87,153.94,90.678,34,1
2,16.13,1.6042,3,0,6,166.68,313.44,297.31,130.63,-16.13,34,2
2,70.579,2.6066,3,2,12,106.61,130.63,60.046,313.44,-70.579,35,1
2,4.6337,2.1054,3,0,2,119.12,153.94,149.3,30.188,-4.6337,35,2
2,14.359,1.9049,3,2,8,73.422,320.2,305.84,19.266,-14.359,36,1
2,3.3941,2.1056,2,0,3,85.2,337.95,341.35,66.547,3.3941,36,2
2,6.2088,1.5039,1,2,9,94.803,90.25,96.459,1.6563,6.2088,37,1
2,19.321,2.0051,2,2,12,98.804,18.031,358.71,259.91,-19.321,37,2
2,0.96126,2.7069,2,0,3,30.493,290.47,291.43,260.94,0.96126,38,1
2,20.522,2.3061,1,2,6,109.12,1.6563,341.13,90.25,-20.522,38,2
2,33.051,1.4037,3,2,4,121.64,154.7,187.75,66.109,33.051,39,1
2,29.457,1.7045,1,0,1,59.137,153.3,182.75,241.89,29.457,39,2
2,100.61,2.5064,4,0,11,111.73,28.313,128.92,240.66,100.61,40,1
2,12.668,2.5066,2,0,12,105.46,18.031,5.3636,259.91,-12.668,40,2
2,62.363,2.5066,4,2,4,179.51,259.52,197.15,17.641,-62.363,41,1
2,1.5614,1.504,1,2,3,92.657,120.17,118.61,25.953,-1.5614,41,2
2,2.3945,1.4046,1,2,2,121.36,182.53,180.14,58.781,-2.3945,42,1
2,3.5837,2.1053,4,0,3,62.646,149.28,145.7,208.34,-3.5837,42,2
2,22.972,1.5039,2,2,10,100.78,66.891,89.863,190.64,22.972,43,1
2,2.4998,2.306,2,2,11,150.78,124.42,126.92,277.7,2.4998,43,2
2,6.8599,3.0075,3,2,11,170.33,6.7188,359.86,189.53,-6.8599,44,1
2,5.3906,1.8046,3,0,7,123.52,347.48,352.87,229.36,5.3906,44,2
2,0.35863,1.5039,1,0,2,124.11,182.53,182.89,58.781,0.35863,45,1
2,2.3332,1.8048,3,2,7,120.46,347.48,349.82,229.36,2.3332,45,2
2,7.5276,1.3034,1,0,9,96.121,90.25,97.778,1.6563,7.5276,46,1
2,15.873,1.905,4,2,9,360,93.141,109.01,122.67,15.873,46,2
2,45.846,1.3034,2,2,4,160.87,277.7,323.55,124.42,45.846,47,1
2,18.289,1.8046,4,0,9,360,93.141,111.43,122.67,18.289,47,2
2,5.1359,2.2059,2,2,8,112.99,259.91,265.04,18.031,5.1359,48,1
2,51.274,2.2057,2,2,10,80.806,357,305.73,26.531,-51.274,48,2
2,33.534,1.3035,2,0,4,173.18,277.7,311.24,124.42,33.534,49,1
2,13.208,2.0051,3,2,6,169.6,313.44,300.23,130.63,-13.208,49,2
2,134.12,2.7069,4,2,5,75.053,208.34,74.228,149.28,-134.12,50,1
2,124.97,1.3034,3,2,1,146.43,66.109,301.13,154.7,-124.97,50,2
2,5.6366,1.3034,1,2,5,142.02,331.23,336.87,118.89,5.6366,51,1
2,13.997,2.4061,1,0,8,360,175.13,161.13,263.72,-13.997,51,2
2,5.5212,1.2031,2,0,9,64.584,39.844,45.365,340.78,5.5212,52,1
2,NaN,NaN,3,0,5,NaN,189.53,NaN,6.7188,NaN,52,2
2,8.3712,1.8048,4,2,10,21.16,122.67,114.3,93.141,-8.3712,53,1
2,5.3021,1.7045,2,2,2,34.833,260.94,255.64,290.47,-5.3021,53,2
2,4.0199,0.80231,1,0,5,143.64,331.23,335.25,118.89,4.0199,54,1
2,12.677,1.4038,1,2,2,134.98,320.31,332.99,107.97,12.677,54,2
2,5.1265,2.3058,2,0,6,83.467,66.547,61.42,337.95,-5.1265,55,1
2,117.55,1.6043,4,0,1,147.08,76.703,319.16,106.23,-117.55,55,2
2,8.3545,1.4036,1,0,7,156.01,107.97,116.32,320.31,8.3545,56,1
2,9.0859,1.905,3,2,5,168.1,189.53,198.62,6.7188,9.0859,56,2
2,15.952,2.2057,4,0,10,45.483,122.67,138.62,93.141,15.952,57,1
2,53.335,1.8047,1,0,10,94.322,118.89,65.556,331.23,-53.335,57,2
2,13.16,2.4062,4,2,2,77.847,307.53,320.69,242.84,13.16,58,1
2,19.105,1.7046,1,2,10,104.65,58.781,77.886,182.53,19.105,58,2
2,2.6335,1.4036,3,2,3,174.55,222.95,225.59,40.141,2.6335,59,1
2,26.825,1.5039,3,0,10,32.238,19.266,352.44,320.2,-26.825,59,2
2,8.9345,1.4037,1,2,11,97.528,263.72,272.65,175.13,8.9345,60,1
2,3.9556,2.0051,2,0,1,122.08,35.109,31.154,153.23,-3.9556,60,2
2,27.917,1.7044,2,0,8,90.208,259.91,287.82,18.031,27.917,61,1
2,20.26,2.3058,4,0,8,138.39,17.641,37.901,259.52,20.26,61,2
2,1.0003,2.3058,1,2,11,122.75,147.09,148.09,270.84,1.0003,62,1
2,5.9242,2.0051,1,2,10,153.58,118.89,124.81,331.23,5.9242,62,2
2,7.5901,1.2033,1,0,11,81.004,263.72,256.13,175.13,-7.5901,63,1
2,5.5832,1.5039,1,2,3,129.33,270.84,276.43,147.09,5.5832,63,2
2,25.936,2.807,2,0,5,92.189,153.23,127.3,35.109,-25.936,64,1
2,32.328,1.8047,3,2,2,156.08,153.94,186.27,30.188,32.328,64,2
3,62.031,2.7113,4,0,4,56.094,259.52,321.55,17.641,62.031,1,1
3,20.294,1.8047,2,0,10,360,357,17.294,26.531,20.294,1,2
3,81.85,1.8046,4,0,2,360,307.53,225.68,242.84,-81.85,2,1
3,8.7325,2.4061,2,0,7,50.33,340.78,349.51,39.844,8.7325,2,2
3,7.7776,2.5064,3,0,8,51.285,320.2,327.98,19.266,7.7776,3,1
3,4.5709,1.8046,2,2,2,119.18,190.64,186.07,66.891,-4.5709,3,2
3,62.217,1.4037,1,0,4,150.81,241.89,304.11,153.3,62.217,4,1
3,3.1168,2.0051,2,0,2,120.63,190.64,187.52,66.891,-3.1168,4,2
3,13.37,1.8046,2,2,9,72.433,39.844,53.214,340.78,13.37,5,1
3,2.9492,3.1081,4,0,11,115.18,240.02,237.07,121.89,-2.9492,5,2
3,20.86,2.005,3,0,11,73.359,99.5,120.36,193.72,20.86,6,1
3,36.88,2.6065,4,2,10,116.4,145.48,182.36,298.77,36.88,6,2
3,1.8737,1.8047,4,2,7,360,121.89,123.76,240.02,1.8737,7,1
3,29.317,2.4061,4,0,6,176.97,240.66,211.34,28.313,-29.317,7,2
3,10.563,2.1052,2,2,6,99.156,66.547,77.11,337.95,10.563,8,1
3,0.32242,2.2056,1,0,3,124.07,270.84,271.17,147.09,0.32242,8,2
3,92.221,3.4087,4,0,5,33.159,208.34,116.12,149.28,-92.221,9,1
3,7.6371,2.7069,4,2,8,125.76,17.641,25.278,259.52,7.6371,9,2
3,9.0286,2.9073,2,2,5,109.1,153.23,144.21,35.109,-9.0286,10,1
3,2.248,2.1053,2,2,3,86.346,337.95,340.2,66.547,2.248,10,2
3,64.568,2.8071,3,0,10,171.68,30.188,325.62,153.94,-64.568,11,1
3,4.3826,2.1053,3,0,2,98.601,193.72,198.1,99.5,4.3826,11,2
3,1.682,2.9078,3,0,12,175.51,130.63,128.94,313.44,-1.682,12,1
3,5.0556,2.8071,2,0,2,24.476,260.94,265.99,290.47,5.0556,12,2
3,0.3626,2.9073,3,2,3,117.76,229.36,229.72,347.48,0.3626,13,1
3,16.973,2.0052,3,0,1,105.57,66.109,49.136,154.7,-16.973,13,2
3,2.5541,2.5063,2,0,11,26.977,26.531,23.977,357,-2.5541,14,1
3,3.7829,1.7044,1,0,3,90.436,120.17,116.39,25.953,-3.7829,14,2
3,10.784,2.7067,3,0,11,166.4,6.7188,355.94,189.53,-10.784,15,1
3,22.321,3.0074,3,0,9,160.49,40.141,62.462,222.95,22.321,15,2
3,6.2174,2.4062,2,2,3,35.749,290.47,296.69,260.94,6.2174,16,1
3,3.0609,1.9049,1,0,10,120.69,58.781,61.842,182.53,3.0609,16,2
3,5.2628,3.6089,1,2,4,83.331,241.89,236.63,153.3,-5.2628,17,1
3,2.5085,1.7043,1,2,8,360,175.13,172.62,263.72,-2.5085,17,2
3,6.3854,3.3083,4,2,2,23.146,106.23,99.849,76.703,-6.3854,18,1
3,21.018,2.406,3,2,9,161.79,40.141,61.159,222.95,21.018,18,2
3,6.6457,2.5063,3,0,4,95.239,154.7,161.35,66.109,6.6457,19,1
3,3.4964,2.0051,4,2,1,33.028,76.703,73.207,106.23,-3.4964,19,2
3,0.98537,2.4061,1,0,11,122.76,147.09,148.08,270.84,0.98537,20,1
3,0.18903,1.7045,3,2,2,94.408,193.72,193.91,99.5,0.18903,20,2
3,31.135,2.1054,1,0,12,125.35,25.953,354.82,120.17,-31.135,21,1
3,12.814,2.2057,2,0,11,140.47,124.42,137.24,277.7,12.814,21,2
3,2.9552,2.2056,2,0,10,120.79,66.891,69.846,190.64,2.9552,22,1
3,10.673,3.1079,3,2,10,69.736,19.266,29.939,320.2,10.673,22,2
3,23.437,2.3059,1,2,7,171.09,107.97,131.41,320.31,23.437,23,1
3,17.257,2.005,4,0,12,81.945,242.84,225.59,307.53,-17.257,23,2
3,31.108,1.8047,1,2,12,125.33,25.953,354.85,120.17,-31.108,24,1
3,0.92253,2.6065,2,2,7,58.14,340.78,341.7,39.844,0.92253,24,2
3,0.36026,3.3083,4,2,3,153.64,298.77,299.13,145.48,0.36026,25,1
3,5.6308,1.8046,2,2,1,112.49,35.109,40.74,153.23,5.6308,25,2
3,6.1683,2.1053,3,0,3,171.02,222.95,229.12,40.141,6.1683,26,1
3,4.5265,1.7044,1,0,2,143.13,320.31,324.84,107.97,4.5265,26,2
3,1.1818,2.807,3,0,3,116.94,229.36,230.54,347.48,1.1818,27,1
3,15.284,1.6041,1,0,6,360,1.6563,16.94,90.25,15.284,27,2
3,40.277,2.406,4,0,7,360,121.89,162.17,240.02,40.277,28,1
3,6.0891,2.9072,4,2,6,141.57,240.66,246.75,28.313,6.0891,28,2
3,4.4523,2.7069,4,2,11,143.2,28.313,23.86,240.66,-4.4523,29,1
3,27.458,3.609,4,2,11,90.667,240.02,212.56,121.89,-27.458,29,2
3,1.4324,2.3057,4,0,2,28.099,106.23,104.8,76.703,-1.4324,30,1
3,5.5435,2.7068,4,0,10,147.74,145.48,151.03,298.77,5.5435,30,2
3,4.981,2.2056,2,2,11,34.512,26.531,31.512,357,4.981,31,1
3,NaN,NaN,1,2,1,NaN,153.3,NaN,241.89,NaN,31,2
3,7.6088,2.2055,3,2,11,101.83,99.5,91.891,193.72,-7.6088,32,1
3,1.2866,2.1053,4,2,3,60.349,149.28,147.99,208.34,-1.2866,32,2
3,3.1668,2.2056,4,0,3,156.45,298.77,301.93,145.48,3.1668,33,1
3,24.009,2.7068,4,2,12,88.696,242.84,218.84,307.53,-24.009,33,2
3,52.775,3.1077,3,2,10,176.52,30.188,337.41,153.94,-52.775,34,1
3,7.5925,2.9073,3,0,6,169.59,313.44,321.03,130.63,7.5925,34,2
3,10.04,1.9052,3,2,12,167.15,130.63,120.58,313.44,-10.04,35,1
3,13.625,2.2064,3,0,2,137.37,153.94,167.56,30.188,13.625,35,2
3,6.357,2.1055,3,2,8,52.705,320.2,326.56,19.266,6.357,36,1
3,1.3857,2.3059,2,0,3,87.208,337.95,339.34,66.547,1.3857,36,2
3,15.452,2.5064,1,2,9,73.141,90.25,74.798,1.6563,-15.452,37,1
3,25.547,3.5088,2,2,12,92.578,18.031,352.48,259.91,-25.547,37,2
3,7.3023,3.4089,2,0,3,36.834,290.47,297.77,260.94,7.3023,38,1
3,11.295,2.406,1,2,6,360,1.6563,12.951,90.25,11.295,38,2
