sub,kappa_I,kappa_U,beta_I,beta_U
110,0.164901730745497,0.0489226480166781,6.60881512535187,5.63210284312194
111,0.120425964468514,0.134581985850856,4.29458143763113,5.34474781120258
112,0.066533517846357,0.0241546712249316,5.00091591345433,6.19550347217139
113,0.00726575531892476,0.0174736539772647,58.3578481563093,6.77623808513662
115,0.303247542023725,0.173228924086587,4.1287417261019,5.36683104138785
116,0.0480341991072413,0.0271617867858462,7.57267294348846,6.21686568862475
117,0.0652943520990934,0.06410491215828,14.4718411671344,7.79174620960528
118,0.549567953018998,0.398200951040698,3.12360353989872,2.62256793860962
119,0.179549691973205,0.179295047621274,2.66477221641749,2.55459246296294
120,7.64264647576808e-18,1.07281609428658e-13,188.353560332531,15.9117790730612
121,0.0635707654998218,0.0285239205944988,6.95610879140031,9.71751340774652
122,0.160717724823717,0.067511715631342,1.93585905060692,2.4354751499471
123,5.32843166946286,41375484343475,0.456993634060765,2.13427546426446
125,1.48775770169603,1.23488197728497,1.5678659104684,1.83023405636439
126,0.16490177437569,0.0489227364438561,6.60881519575488,5.63208000822986
127,0.120425697114052,0.134582134794894,4.29459092610977,5.34473438748407
128,0.0665332998799204,0.0241546178458428,5.00091731964918,6.19549630179896
129,0.00726575493583964,0.0174738358365163,58.3578617502551,6.77624351105246
131,0.303245936137375,0.173228922037226,4.12871938100249,5.36679084521361
132,0.0480341235747011,0.0271617082238639,7.57265190214054,6.21681879001676
